[Fri, 24 Jul 15 15:22:21 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'profiles' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 15:22:21 +0200][INFO] DESCRIBE `profiles`
[Fri, 24 Jul 15 15:22:22 +0200][INFO] SELECT `profiles`.`uid`, `profiles`.`pid`, `profiles`.`tstamp`, `profiles`.`crdate`, `profiles`.`cruser_id`, `profiles`.`deleted`, `profiles`.`hidden`, `profiles`.`title` FROM `profiles` WHERE `profiles`.`deleted` = 0 AND `profiles`.`hidden` = 0
[Fri, 24 Jul 15 17:04:16 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:04:16 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:04:18 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:04:18 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:04:18 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:04:42 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:04:42 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:04:42 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:05:09 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:05:09 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:05:09 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:05:31 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:05:31 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:05:31 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:06:08 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:06:08 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:06:08 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:06:18 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:06:18 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:06:18 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:06:33 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:06:33 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:06:33 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:06:53 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:06:53 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:06:53 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:10:02 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:10:02 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:10:02 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:10:18 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:10:18 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:10:18 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:13:22 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:13:22 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:13:22 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:13:44 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:13:44 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:13:44 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:14:30 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:14:30 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:14:30 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:14:55 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:14:55 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:14:55 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:15:29 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:15:29 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:15:29 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:16:49 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:16:49 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:16:49 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:17:00 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:17:00 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:17:00 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:17:10 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:17:10 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:17:10 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:17:25 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:17:25 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:17:25 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:17:50 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:17:50 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:17:50 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:18:32 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:18:32 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:18:32 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:18:57 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:18:57 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:18:57 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:19:13 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:19:13 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:19:13 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:34:49 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:34:49 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:34:49 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:34:53 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:34:53 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:34:53 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:34:55 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:34:55 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:34:55 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:35:22 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:35:22 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:35:22 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:35:23 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:35:23 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:35:23 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:36:45 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:36:45 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:36:45 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:36:46 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:36:46 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:36:46 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:37:40 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:37:40 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:37:40 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:37:42 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:37:42 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:37:42 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:38:10 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:38:10 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:38:10 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:39:29 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:39:29 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:39:29 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:40:00 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:40:00 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:40:00 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:40:05 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:40:05 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:40:05 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:40:26 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:40:26 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:40:26 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:40:28 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:40:28 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:40:28 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:40:32 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:40:32 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:40:32 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
[Fri, 24 Jul 15 17:40:43 +0200][INFO] SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'languages' AND `TABLE_SCHEMA` = DATABASE()
[Fri, 24 Jul 15 17:40:43 +0200][INFO] DESCRIBE `languages`
[Fri, 24 Jul 15 17:40:43 +0200][INFO] SELECT `languages`.`uid`, `languages`.`pid`, `languages`.`tstamp`, `languages`.`crdate`, `languages`.`cruser_id`, `languages`.`deleted`, `languages`.`hidden`, `languages`.`title`, `languages`.`shorttitle` FROM `languages` WHERE `languages`.`deleted` = :deleted AND `languages`.`hidden` = :hidden
